관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,용적율,주건축물수,세대수,가구수,주차_대수
11200-667,,지상,서울특별시 성동구 마장로 262,367.47,2,170,0,186
11200-873,,지상,서울특별시 성동구 왕십리로 280,253.55,9,498,0,567
11200-89,,지상,서울특별시 성동구 독서당로 343,227.42,12,590,0,690
11290-100266851,,지상,서울특별시 성북구 장월로 160,259.51,11,939,0,1096
11290-100227593,,지상,하월곡동 80-2,91.94,2,0,0,0
11290-100199270,,지상,서울특별시 성북구 오패산로16가길 40,200.08,15,714,0,729
11650-100284475,,지상,서울특별시 서초구 신흥말길 79-3,6.11,237,0,0,0
11560-100261088,,지상,서울특별시 영등포구 여의대로 108,791.67,4,0,0,2430
11710-100180867,,지상,서울특별시 송파구 잠실로 12,58.14,3,0,0,45
11200-689,,지상,서울특별시 성동구 마장로31가길 6,0.0,0,0,2,0
11530-937,,지상,서울특별시 구로구 경인로35길 40-24,0.0,6,0,6,0
11290-1142,,지상,서울특별시 성북구 종암로9길 71,227.84,15,782,0,917
11320-21,,지상,방학동 720-1,301.3,18,1278,0,1985
11320-41,,지상,서울특별시 도봉구 노해로57길 86,0.0,0,264,0,0
11545-790,,지상,서울특별시 금천구 시흥대로63길 7,0.0,2,0,2,0
11200-100197632,,지상,옥수동 562-0,231.45,3,310,0,239
11710-190,,지상,서울특별시 송파구 성내천로 87,359.52,4,196,0,231
11545-709,,지상,서울특별시 금천구 시흥대로58길 13,0.0,2,0,0,0
11590-593,,지상,서울특별시 동작구 양녕로26길 11,0.0,3,130,0,0
11170-100211039,,지상,서울특별시 용산구 대사관로 35,149.64,3,0,14,85
11320-44,,지상,서울특별시 도봉구 해등로 242-11,0.0,8,498,0,0
11350-200,,지상,서울특별시 노원구 노원로 41,0.0,3,73,0,0
11290-1401,,지상,서울특별시 성북구 동소문로42길 14-4,0.0,2,0,2,0
11500-673,,지상,서울특별시 강서구 강서로5나길 53,107.16,2,0,2,0
11260-100252550,,지상,묵동 240-55,197.14,4,44,0,36
11320-80,,지상,서울특별시 도봉구 시루봉로6길 53,0.0,0,0,0,0
11380-201,,지상,서울특별시 은평구 서오릉로15길 16,78.79,2,0,0,0
11380-100269915,,지상,서울특별시 은평구 가좌로10길 10,161.0,2,0,0,20
11620-233,,지상,서울특별시 관악구 신림로 114,84.46,3,0,0,50
11710-100,,지상,서울특별시 송파구 오금로32길 42,352.36,3,243,0,0
11500-301,,지상,서울특별시 강서구 양천로75길 57,0.0,6,498,0,0
11590-325,,지상,서울특별시 동작구 사당로2길 2-32,227.73,3,194,0,206
11410-405,,지상,서울특별시 서대문구 통일로 332,220.51,3,228,0,178
11410-186,,지상,서울특별시 서대문구 통일로34길 35,269.77,17,939,0,1352
11545-445,,지상,서울특별시 금천구 가산로 100,60.07,4,0,0,9
11410-437,,지상,서울특별시 서대문구 수색로 157,249.77,2,99,0,119
11530-601,,지상,서울특별시 구로구 도림로 107,261.64,4,427,0,167
11110-314,,지상,서울특별시 종로구 혜화로 74,69.84,9,0,0,82
11350-368,,지상,중계동 61-0,0.0,6,0,6,0
11710-322,,지상,서울특별시 송파구 올림픽로4길 69,56.18,2,0,0,0
11350-174,,지상,서울특별시 노원구 중계로19길 16,195.45,12,780,0,989
11410-100181873,,지상,북아현동 3-551,0.0,2,0,2,0
11200-428,,지상,서울특별시 성동구 동호로 100,249.19,0,1318,0,712
11530-204,,지상,서울특별시 구로구 부일로1나길 28,54.48,3,0,0,0
11170-5,,지상,서울특별시 용산구 두텁바위로1길 66,79.22,2,0,2,0
11170-159,,지상,서울특별시 용산구 두텁바위로1나길 19,46.97,3,0,0,36
11170-154,,지상,후암동 38-3,85.78,4,0,0,20
11170-146,,지상,후암동 250-5,54.3243,2,0,1,1
11170-143,,지상,서울특별시 용산구 후암로44길 3,139.41,2,0,0,4
11170-110,,지상,서울특별시 용산구 후암로4길 70,125.07,2,0,0,24
11170-100191370,,지상,후암동 30-84,2.13,2,0,0,0
11410-100234503,,지상,서울특별시 서대문구 홍제천로 136,249.96,5,396,0,482
11260-344,,지상,면목동 49-3,194.93,10,0,0,338
11680-100204098,,지상,세곡동 516-0,160.99,8,363,0,407
11290-100229805,,지상,돈암동 643-0,243.33,6,490,0,558
11380-695,,지상,서울특별시 은평구 통일로 684,64.76,14,0,0,0
11500-880,,지상,공항동 1373-0,11.32,66,0,0,279
11560-100255888,,지상,서울특별시 영등포구 양평로 105,320.61,2,0,9,20
11500-791,,지상,서울특별시 강서구 공항대로 484-12,18.05,5,0,0,35
11560-780,,지상,서울특별시 영등포구 도림로143길 32,356.73,6,382,0,401
11320-107,,지상,서울특별시 도봉구 노해로49길 69,95.35,11,0,0,144
11620-100277860,,지상,서울특별시 관악구 청룡16길 43,248.69,10,565,0,669
11620-296,,지상,서울특별시 관악구 호암로 498,65.75,3,0,0,94
11170-100199065,,지상,원효로1가 41-0,831.35,2,559,0,1106
11170-100191833,,지상,서울특별시 용산구 원효로 216,250.0,14,867,0,1056
11650-39,,지상,서울특별시 서초구 사임당로17길 38,0.0,14,0,14,0
11560-1192,,지상,서울특별시 영등포구 도림로80가길 14,70.73,1,0,0,0
11590-100217527,,지상,대방동 391-62,89.93,2,0,0,30
11710-644,,지상,서울특별시 송파구 양산로8길 24,235.13,12,478,0,0
11110-100180097,,지상,서울특별시 종로구 율곡로 99,0.9,41,0,0,0
11620-475,,지상,서울특별시 관악구 난곡로34길 80,39.14,2,0,0,0
11500-183,,지상,서울특별시 강서구 양천로67길 77,0.0,5,339,0,0
11320-356,,지상,서울특별시 도봉구 방학로 126-14,192.21,2,17,0,6
11290-1361,,지상,길음동 1094-0,0.0,3,0,8,0
11740-100180913,,지상,서울특별시 강동구 아리수로97길 19,179.03,11,748,0,831
11410-506,,지상,서울특별시 서대문구 통일로26길 17,248.87,2,123,0,243
11215-47,,지상,서울특별시 광진구 아차산로70길 17-16,119.45,4,0,0,63
11320-396,,지상,서울특별시 도봉구 우이천로 200,370.72,2,183,0,0
11230-1251,,지상,서울특별시 동대문구 제기로 129,288.95,15,1570,0,1406
11230-1338,,지상,서울특별시 동대문구 제기로 131,0.0,0,1039,0,0
11680-100303203,,지상,서울특별시 강남구 영동대로 22,336.99,21,1996,0,3239
11650-69,,지상,서울특별시 서초구 남부순환로 2311-12,294.81,11,588,0,1244
11200-956,,지상,서울특별시 성동구 상원6길 16,297.88,5,294,0,297
11740-357,,지상,서울특별시 강동구 고덕로 183,46.73,3,0,0,46
11530-100186511,,지상,서울특별시 구로구 중앙로 121,159.02,11,0,0,910
11320-441,,지상,서울특별시 도봉구 노해로70길 119,0.0,6,750,0,286
11350-153,,지상,서울특별시 노원구 석계로15길 25,396.45,2,190,0,238
11410-100181815,,지상,서울특별시 서대문구 통일로32길 42-5,0.0,2,0,2,0
11500-31,,지상,서울특별시 강서구 등촌로 35,0.0,2,0,1,0
11530-168,,지상,서울특별시 구로구 신도림로19길 16,263.59,6,260,0,212
11530-851,,지상,서울특별시 구로구 고척로33다길 31,0.0,2,0,0,0
11530-574,,지상,서울특별시 구로구 남부순환로95길 16,398.18,6,369,0,318
11500-100202855,,지상,서울특별시 강서구 개화동로8길 17,9.13,10,0,0,428
11560-717,,지상,영등포동3가 10-6,0.0,2,0,0,0
11680-387,,지상,서울특별시 강남구 도산대로85길 50-26,0.0,2,12,0,0
11560-678,,지상,서울특별시 영등포구 영등포로 106,399.45,2,536,0,583
11680-88,,지상,서울특별시 강남구 논현로 566,172.4,3,0,0,173
11230-521,,지상,장안동 373-9,0.0,0,0,1,0
11350-654,,지상,서울특별시 노원구 동일로180길 53,0.0,2,0,1,0
11350-383,,지상,서울특별시 노원구 노원로 130,24.912,9,0,0,136
11200-100237077,,지상,서울특별시 성동구 한림말길 43,96.18,2,0,0,66
11620-528,,지상,서울특별시 관악구 은천로15길 25,69.89,8,0,0,46
11650-124,,지상,서울특별시 서초구 신반포로47길 118,99.56,2,0,0,4
11470-100222648,,지상,신월동 609-7,83.55,2,0,0,56
11560-2083,,지상,서울특별시 영등포구 선유서로 128,449.86,2,0,0,187
11560-1624,,지상,서울특별시 영등포구 선유서로 115,333.57,2,187,0,215
11290-1195,,지상,서울특별시 성북구 종암로24가길 53,369.24,8,1320,0,1691
11470-301,,지상,서울특별시 양천구 곰달래로11길 21,246.45,2,132,0,138
11560-633,,지상,서울특별시 영등포구 도림로 434-9,0.0,2,0,1,0
11500-860,,지상,서울특별시 강서구 벌말로 271,21.78,4,0,0,5
11350-807,,지상,서울특별시 노원구 공릉로58길 36,72.55,2,0,0,66
11350-100191234,,지상,서울특별시 노원구 한글비석로5길 45,88.31,3,0,0,32
11305-100239464,,지상,서울특별시 강북구 삼양로 689,78.99,15,0,0,642
11320-343,,지상,서울특별시 도봉구 방학로 212-11,0.0,3,220,0,0
11410-384,,지상,서울특별시 서대문구 연희로41길 173,135.23,3,88,0,101
11710-100506261,,지상,장지동 905-0,168.47,27,2200,0,2345
11740-55,,지상,서울특별시 강동구 천호대로 1056,37.18,3,0,0,1
11590-955,,지상,서울특별시 동작구 보라매로5길 58,72.99,2,0,0,0
11350-98,,지상,서울특별시 노원구 노원로22길 34,245.25,9,568,0,921
11350-100184420,,지상,서울특별시 노원구 누원로 18,189.2,8,548,0,581
11350-646,,지상,서울특별시 노원구 덕릉로60길 298,0.0,2,48,0,0
11680-100205507,,지상,역삼동 762-3,266.4,5,0,0,626
11350-585,,지상,서울특별시 노원구 덕릉로60길 185,266.25,4,410,0,226
11350-541,,지상,서울특별시 노원구 덕릉로60길 222,238.92,4,225,0,236
11650-100284755,,지상,서울특별시 서초구 반포대로 310-6,299.84,7,757,0,1202
11290-1034,,지상,하월곡동 39-1,41.72,19,0,0,902
11290-100241576,,지상,서울특별시 성북구 아리랑로 75,235.93,13,629,0,708
11260-100182883,,지상,서울특별시 중랑구 봉화산로56길 37,140.96,2,0,0,29
11170-59,,지상,서울특별시 용산구 한강대로21길 7,47.48,2,0,0,20
11440-1307,,지상,서울특별시 마포구 임정로13길 11-5,62.53,2,0,2,0
11710-265,,지상,서울특별시 송파구 성내천로35길 8-7,0.0,2,12,0,6
11530-100181804,,지상,서울특별시 구로구 경인로47길 128,220.01,3,175,0,207
11440-517,,지상,서울특별시 마포구 임정로13길 11-8,0.0,2,0,6,0
11710-62,,지상,서울특별시 송파구 성내천로35길 5,0.0,3,84,0,0
11560-1259,,지상,서울특별시 영등포구 노량진로 7,0.0,2,0,1,0
11590-100194692,,지상,서울특별시 동작구 보라매로5길 20,199.98,3,0,0,628
11305-21,,지상,서울특별시 강북구 삼양로99길 36,66.11,6,0,0,69
11620-72,,지상,서울특별시 관악구 난우12길 40,0.0,2,0,2,0
11620-704,,지상,서울특별시 관악구 관악로 1,0.0,0,0,0,0
11620-144,,지상,서울특별시 관악구 관악로 1,0.0,0,0,0,0
11290-751,,지상,서울특별시 성북구 동소문로13길 39-36,251.7,5,345,0,323
11680-100228197,,지상,자곡동 686-0,150.36,27,1304,0,1637
11230-531,,지상,휘경동 29-2,54.56,9,0,0,1053
11110-866,,지상,서울특별시 종로구 자하문로9길 11,136.34,2,0,0,4
11290-100264211,,지상,정릉동 685-13,192.5,3,17,0,15
11560-429,,지상,서울특별시 영등포구 문래로4길 6,0.0,3,390,0,0
11320-100212094,,지상,방학동 466-0,47.33,2,0,0,9
11350-100215669,,지상,서울특별시 노원구 동일로221길 27,49.37,2,0,0,28
11500-810,,지상,오곡동 1-0,3.47,24,0,0,0
11110-100192137,,지상,서울특별시 종로구 종로1길 50,799.9753,2,0,0,398
11500-40,,지상,서울특별시 강서구 강서로43길 44,0.0,2,0,2,0
11590-1029,,지상,서울특별시 동작구 사당로17길 111,0.0,3,265,0,0
11650-157,,지상,서울특별시 서초구 방배로 239,172.99,16,126,0,518
11710-100241387,,지상,서울특별시 송파구 충민로 172,125.12,2,0,0,61
11290-100191507,,지상,서울특별시 성북구 북악산로 851,235.93,10,527,0,638
11560-100203845,,지상,여의도동 23-0,928.7642,5,0,0,2085
11530-60,,지상,서울특별시 구로구 신도림로 11,298.82,3,204,0,260
11545-100227119,,지상,서울특별시 금천구 벚꽃로 30,489.84,8,292,0,652
11410-503,,지상,서울특별시 서대문구 수색로6길 43,209.36,10,503,0,574
11200-279,,지상,마장동 793-1,0.0,0,0,15,0
11320-240,,지상,서울특별시 도봉구 삼양로162길 40,112.54,2,6,0,14
11590-100200336,,지상,사당동 1131-0,268.18,5,451,0,599
11545-136,,지상,서울특별시 금천구 금하로 619,157.16,2,0,1,0
11470-562,,지상,서울특별시 양천구 중앙로48길 66,115.03,3,0,0,6
11470-406,,지상,서울특별시 양천구 곰달래로7길 7,247.52,2,136,0,108
11620-532,,지상,서울특별시 관악구 봉천로17길 5-10,0.0,4,0,4,0
11350-95,,지상,서울특별시 노원구 덕릉로84길 7,293.38,5,499,0,345
11440-1386,,지상,동교동 170-30,0.0,2,0,2,0
11680-100257773,,지상,삼성동 159-8,798.91,2,0,0,593
11710-256,,지상,서울특별시 송파구 양재대로72길 42,270.9,2,110,0,126
11650-62,,지상,서울특별시 서초구 방배중앙로21길 55,0.0,4,123,0,219
11500-814,,지상,서울특별시 강서구 남부순환로 224-58,20.03,2,0,0,5
11590-399,,지상,서울특별시 동작구 서달로 83,289.88,2,206,0,223
11590-731,,지상,서울특별시 동작구 알마타길 37,289.62,8,609,0,709
11500-100278453,,지상,마곡동 746-0,232.83,8,347,0,403
11470-218,,지상,서울특별시 양천구 중앙로51길 56,0.0,2,30,0,0
11470-296,,지상,서울특별시 양천구 목동중앙로3길 30-10,72.24,3,0,0,143
11500-520,,지상,서울특별시 강서구 허준로 55-20,254.18,4,181,0,324
11350-246,,지상,서울특별시 노원구 상계로7길 18,26.24,3,137,0,87
11260-100206525,,지상,서울특별시 중랑구 신내역로 165,172.19,24,1896,0,2202
11530-585,,지상,서울특별시 구로구 구로중앙로 197,127.718,37,0,0,1414
11230-201,,지상,서울특별시 동대문구 이문로 99,0.0,2,0,0,0
11290-685,,지상,서울특별시 성북구 정릉로44길 7,0.0,4,60,0,0
11530-606,,지상,서울특별시 구로구 도림로 59,354.05,13,1285,0,774
11650-382,,지상,서울특별시 서초구 남부순환로 2584,95.54,3,0,0,159
11650-292,,지상,서울특별시 서초구 남부순환로346길 9,77.51,4,0,0,70
11290-1321,,지상,서울특별시 성북구 오패산로3길 17,395.44,6,746,0,659
11500-100250575,,지상,화곡동 24-266,77.14,2,0,0,60
11260-86,,지상,면목동 393-114,0.0,2,0,2,0
11440-1060,,지상,서울특별시 마포구 독막로 113,59.67,3,0,0,41
11740-391,,지상,서울특별시 강동구 양재대로85길 60,252.0,3,90,0,102
11110-864,,지상,서울특별시 종로구 평창문화로 81-8,0.0,9,54,0,0
11740-323,,지상,서울특별시 강동구 명일로 200-34,377.67,3,264,0,271
11740-157,,지상,서울특별시 강동구 구천면로 278,313.65,6,526,0,551
11320-100205879,,지상,쌍문동 531-95,149.96,2,16,0,13
11710-100495043,,지상,장지동 885-0,229.8,18,1493,0,1776
11740-100218521,,지상,서울특별시 강동구 천호대로 1089,451.33,3,230,0,434
11200-1214,,지상,서울특별시 성동구 사근동11길 16,80.26,4,0,0,32
11110-100193372,,지상,서울특별시 종로구 대학로 86,83.07,7,0,0,331
11650-367,,지상,서울특별시 서초구 고무래로 94,295.97,3,160,0,238
11650-310,,지상,서울특별시 서초구 사평대로 150,0.0,3,108,0,0
11710-488,,지상,서울특별시 송파구 중대로 178,77.57,2,0,0,0
11500-100223003,,지상,방화동 249-29,211.62,2,21,0,16
11470-90,,지상,서울특별시 양천구 목동동로12길 23,0.0,3,338,0,0
11680-141,,지상,서울특별시 강남구 광평로51길 49,0.0,16,2560,0,0
11680-190,,지상,서울특별시 강남구 광평로31길 27,211.35,13,683,0,0
11170-65,,지상,서울특별시 용산구 서빙고로 413,299.95,2,135,0,490
11290-1136,,지상,서울특별시 성북구 한천로101길 18,231.59,7,373,0,412
11290-902,,지상,서울특별시 성북구 도봉로 31,0.0,2,0,0,0
11410-100201481,,지상,북가좌동 481-0,229.59,58,3293,0,4890
11410-275,,지상,서울특별시 서대문구 증가로 191,289.63,15,1114,0,1323
11470-671,,지상,서울특별시 양천구 목동서로 38,0.0,38,1882,0,1104
11470-541,,지상,서울특별시 양천구 신월로17길 22,316.92,1,108,0,127
11560-1198,,지상,신길동 189-24,0.0,2,0,2,0
11440-836,,지상,서울특별시 마포구 성미산로7길 24,51.38,2,0,0,0
11680-232,,지상,서울특별시 강남구 선릉로130길 19,0.0,2,304,0,0
11680-179,,지상,서울특별시 강남구 남부순환로363길 30,298.3433,5,384,0,418
11350-257,,지상,서울특별시 노원구 섬밭로 196,0.0,17,1880,0,0
11350-582,,지상,서울특별시 노원구 초안산로5길 22,269.7,8,344,0,625
11470-656,,지상,서울특별시 양천구 오목로 300,631.71,7,576,0,1897
11320-399,,지상,서울특별시 도봉구 덕릉로 371,288.76,6,366,0,371
11320-100189210,,지상,서울특별시 도봉구 덕릉로63가길 60,66.95,2,0,0,13
11110-582,,지상,서울특별시 종로구 평창8길 3,87.34,2,0,0,32
11110-650,,지상,관철동 11-11,67.79,6,0,0,0
11680-65,,지상,서울특별시 강남구 영동대로142길 25,423.36,2,108,0,0
11680-382,,지상,서울특별시 강남구 도곡로78길 22,261.51,15,961,0,1259
11680-241,,지상,서울특별시 강남구 학동로 432,0.0,3,339,0,0
11290-1342,,지상,서울특별시 성북구 종암로 93,0.0,4,0,0,0
11170-9,,지상,서울특별시 용산구 효창원로104나길 36,0.0,2,8,0,0
11170-100206298,,지상,서계동 222-1,48.92,2,0,0,0
11170-100220659,,지상,서계동 223-55,0.0,0,0,0,0
11170-106,,지상,서울특별시 용산구 효창원로 258,103.19,7,0,0,29
11110-100212792,,지상,평동 233-0,241.46,9,589,0,760
11680-100279783,,지상,일원동 741-0,249.99,13,850,0,1296
11110-100189826,,지상,서울특별시 종로구 필운대로1길 34,87.11,13,0,0,185
11470-417,,지상,서울특별시 양천구 목동중앙북로24길 65,298.68,2,122,0,167
11470-682,,지상,서울특별시 양천구 목동동로 258,349.03,2,225,0,239
11740-100202006,,지상,서울특별시 강동구 명일로 364,44.35,3,0,0,40
11650-100225678,,지상,서울특별시 서초구 양재대로2길 11,250.15,3,358,0,419
11410-504,,지상,서울특별시 서대문구 독립문로8길 54,229.07,17,1008,0,789
11410-100241503,,지상,서울특별시 서대문구 거북골로 84,250.52,14,1047,0,1372
11470-471,,지상,서울특별시 양천구 곰달래로 46,0.0,2,0,0,0
11200-750,,지상,서울특별시 성동구 행당로 120,0.0,0,0,0,0
11260-100228723,,지상,신내동 644-2,96.23,3,0,0,44
11170-3,,지상,서울특별시 용산구 소월로20길 43,113.23,2,0,0,31
11170-169,,지상,서울특별시 용산구 한강대로57길 33,95.09,4,0,0,79
11410-100230583,,지상,서울특별시 서대문구 증가로 150,226.21,14,1061,0,1624
11440-710,,지상,서울특별시 마포구 삼개로 38,0.0,16,1222,0,0
11440-557,,지상,연남동 369-1,82.13,9,0,1,0
11710-102,,지상,서울특별시 송파구 한가람로 448,0.0,9,782,0,0
11140-100229743,,지상,서울특별시 중구 퇴계로 67,1014.24,2,0,0,204
11650-303,,지상,서울특별시 서초구 서초중앙로 242,0.0,3,168,0,0
11470-100220978,,지상,서울특별시 양천구 중앙로36길 15,252.37,17,1081,0,1337
11290-1270,,지상,정릉동 861-1,97.84,25,0,0,1243
11530-1017,,지상,서울특별시 구로구 남부순환로97길 50,397.13,3,188,0,0
11650-100190470,,지상,서울특별시 서초구 반포대로 58,426.78,5,164,0,496
11290-501,,지상,정릉동 161-10,0.0,2,0,1,0
11200-1024,,지상,서울특별시 성동구 고산자로6길 27-1,0.0,0,0,2,0
11710-429,,지상,서울특별시 송파구 오금로68길 25-4,118.02,2,0,8,14
11650-421,,지상,서울특별시 서초구 서초대로 385,0.0,8,615,0,0
11590-100208538,,지상,동작동 333-0,212.06,16,680,0,926
11350-218,,지상,서울특별시 노원구 덕릉로 459-18,0.0,5,600,0,0
11140-70,,지상,서울특별시 중구 수표로12길 18,0.0,0,0,1,0
11650-248,,지상,서울특별시 서초구 과천대로 786,48.04,3,0,0,2
11680-100224210,,지상,자곡동 646-0,99.21,12,96,0,106
11650-309,,지상,서울특별시 서초구 사평대로 240,0.0,4,435,0,0
11290-1705,,지상,서울특별시 성북구 보국문로 19,249.01,7,403,0,448
11320-170,,지상,서울특별시 도봉구 삼양로144길 33,42.11,20,0,0,535
11740-376,,지상,강일동 651-0,0.0,3,0,3,0
11290-673,,지상,서울특별시 성북구 보문사길 112,0.0,4,218,0,0
11200-1043,,지상,서울특별시 성동구 살곶이2나길 12-1,0.0,0,0,2,0
11350-251,,지상,서울특별시 노원구 노원로 214,219.09,7,396,0,576
11560-100222087,,지상,도림동 821-0,249.31,9,836,0,1191
11560-1244,,지상,서울특별시 영등포구 도신로29길 28,249.98,35,2462,0,2554
11530-100263287,,지상,서울특별시 구로구 가마산로20다길 22-7,193.99,2,29,0,19
11710-100494538,,지상,장지동 896-0,259.97,3,148,0,298
11440-1075,,지상,서울특별시 마포구 월드컵북로 328,120.52,2,0,0,22
11560-285,,지상,신길동 283-0,0.0,3,0,3,0
11290-1378,,지상,서울특별시 성북구 정릉로 402-16,284.53,6,499,0,517
11290-970,,지상,길음동 1242-13,0.0,2,0,2,0
11215-48,,지상,서울특별시 광진구 아차산로 637,0.0,11,432,0,0
11260-100249550,,지상,중화동 314-4,176.07,2,20,0,17
11410-42,,지상,서울특별시 서대문구 증가로2길 48,0.0,2,8,0,0
11545-786,,지상,독산동 0-0,0.0,6,0,6,0
11320-215,,지상,서울특별시 도봉구 도봉로169길 31,219.04,6,630,0,453
11290-1129,,지상,서울특별시 성북구 길음로13길 39,254.66,6,434,0,473
11290-1273,,지상,서울특별시 성북구 월곡로14길 26,249.01,11,787,0,935
11350-269,,지상,서울특별시 노원구 중계로14나길 25,307.83,9,478,0,563
11350-146,,지상,서울특별시 노원구 노원로16길 60,160.51,13,2694,0,602
11350-300,,지상,서울특별시 노원구 화랑로51나길 36,89.6,6,74,0,150
11530-595,,지상,서울특별시 구로구 가마산로 97,0.0,2,139,0,0
11530-801,,지상,서울특별시 구로구 디지털로31길 119,250.24,2,79,0,93
11260-528,,지상,서울특별시 중랑구 면목로37길 24,0.0,2,0,2,0
11230-183,,지상,서울특별시 동대문구 사가정로 245-3,323.17,3,300,0,289
11560-100260289,,지상,서울특별시 영등포구 버드나루로11길 7,479.02,2,28,0,72
11470-100207405,,지상,서울특별시 양천구 지양로 139,59.44,13,0,0,0
11200-28,,지상,서울특별시 성동구 동호로 84,298.63,3,249,0,284
11260-613,,지상,서울특별시 중랑구 상봉중앙로1다길 21,297.87,6,375,0,442
11320-47,,지상,서울특별시 도봉구 덕릉로 349,0.0,0,870,0,0
